$TMRI,20170704075621.20,117.25319180,31.71718710,25.6570,115.89,0.70,116.52,-1.000,0.56,9.853,-4.943,0.083,3,64.106,36.864,-15.185,18,22,*JCZX
$TMRI,20170704075621.39,117.25319760,31.71718460,25.6640,115.68,0.61,116.32,-1.000,0.51,10.004,-4.972,0.248,3,64.662,36.589,-15.178,18,22,*JCZX
$TMRI,20170704075621.60,117.25320350,31.71718220,25.6770,115.75,0.44,115.86,-1.000,0.51,10.040,-4.792,0.371,3,65.217,36.320,-15.165,18,22,*JCZX
$TMRI,20170704075621.79,117.25320930,31.71717970,25.6850,115.90,0.26,116.15,-1.000,0.56,10.030,-4.946,0.497,3,65.773,36.047,-15.157,18,22,*JCZX
$TMRI,20170704075622.00,117.25321510,31.71717720,25.6930,115.47,0.14,116.40,-1.000,0.60,9.961,-4.878,0.277,3,66.323,35.774,-15.149,18,22,*JCZX
$TMRI,20170704075622.20,117.25322100,31.71717480,25.6960,115.82,0.04,116.03,-1.000,0.67,10.030,-4.820,-0.079,3,66.878,35.503,-15.146,18,22,*JCZX
$TMRI,20170704075622.39,117.25322680,31.71717230,25.7080,115.49,-0.14,116.40,-1.000,0.77,9.814,-4.961,0.349,3,67.432,35.228,-15.134,18,22,*JCZX
$TMRI,20170704075622.60,117.25323280,31.71716980,25.6940,115.41,-0.36,115.79,-1.000,0.91,10.166,-4.903,-0.216,3,67.995,34.956,-15.148,18,22,*JCZX
$TMRI,20170704075622.79,117.25323870,31.71716740,25.7070,115.54,-0.35,116.03,-1.000,1.03,10.148,-4.792,-0.151,3,68.556,34.682,-15.135,18,22,*JCZX
$TMRI,20170704075623.00,117.25324460,31.71716490,25.7110,114.98,-0.36,116.15,-1.000,1.01,10.030,-4.889,-0.216,3,69.114,34.408,-15.131,17,20,*JCZX
$TMRI,20170704075623.20,117.25325050,31.71716250,25.7110,114.69,-0.15,115.70,-1.000,0.88,10.055,-4.936,0.119,3,69.675,34.138,-15.131,18,20,*JCZX
$TMRI,20170704075623.39,117.25325640,31.71716010,25.7070,114.82,0.00,114.79,-1.000,0.90,10.166,-4.871,0.630,3,70.238,33.878,-15.135,18,20,*JCZX
$TMRI,20170704075623.60,117.25326240,31.71715770,25.6850,114.98,-0.04,115.62,-1.000,0.95,10.123,-4.950,-0.205,3,70.799,33.609,-15.157,18,20,*JCZX
$TMRI,20170704075623.79,117.25326830,31.71715530,25.6970,114.92,-0.09,115.70,-1.000,0.88,10.213,-4.925,0.151,3,71.362,33.338,-15.145,18,20,*JCZX
$TMRI,20170704075624.00,117.25327420,31.71715300,25.6920,115.08,-0.11,114.68,-1.000,0.85,10.123,-4.741,0.234,3,71.917,33.083,-15.150,18,20,*JCZX
$TMRI,20170704075624.20,117.25327990,31.71715060,25.7000,115.02,-0.12,115.72,-1.000,0.89,9.720,-4.842,-0.385,3,72.465,32.819,-15.142,18,20,*JCZX
$TMRI,20170704075624.39,117.25328570,31.71714830,25.7070,114.88,0.01,115.04,-1.000,0.84,9.832,-4.550,-0.004,3,73.013,32.563,-15.135,17,20,*JCZX
$TMRI,20170704075624.60,117.25329150,31.71714590,25.7000,114.71,0.05,115.25,-1.000,0.81,9.904,-4.590,-0.151,3,73.560,32.305,-15.142,17,20,*JCZX
$TMRI,20170704075624.79,117.25329730,31.71714360,25.7140,114.63,0.14,115.23,-1.000,0.84,9.976,-4.795,0.414,3,74.114,32.044,-15.128,17,20,*JCZX
$TMRI,20170704075625.00,117.25330310,31.71714120,25.7110,114.81,0.13,115.46,-1.000,0.82,9.907,-4.651,-0.058,3,74.660,31.784,-15.131,17,20,*JCZX
$TMRI,20170704075625.20,117.25330900,31.71713890,25.7180,114.81,0.13,115.36,-1.000,0.79,10.076,-4.766,0.626,3,75.219,31.519,-15.124,17,20,*JCZX
$TMRI,20170704075625.39,117.25331490,31.71713650,25.7080,114.96,0.15,115.19,-1.000,0.79,9.994,-4.792,-0.194,3,75.776,31.257,-15.134,17,20,*JCZX
$TMRI,20170704075625.60,117.25332080,31.71713410,25.7070,114.98,0.12,115.49,-1.000,0.80,10.127,-4.792,-0.036,3,76.336,30.990,-15.135,17,20,*JCZX
$TMRI,20170704075625.79,117.25332670,31.71713170,25.7180,114.96,0.08,115.58,-1.000,0.81,10.109,-4.795,0.004,3,76.898,30.721,-15.124,17,20,*JCZX
